Número,Processo,NI Beneficiário,Origem,Situação,Valor,Tipo_NI_Ben,Tipo_NI_Int,NIs_iguais,Ano,Tempo_decorrido,Número
3000,30253,3562,Fazendário,CREDITADA,236.2,PF,PF,S,2020,0,
3001,10511,3562,Fazendário,CREDITADA,235.1,PF,PF,S,2020,0,
3002,10495,103,Fazendário,CREDITADA,262.68,PF,PJ,N,2011,9,
3003,929,3690,Fazendário,CREDITADA,1542.46,PF,PF,S,2009,11,
3004,26466,2484,Fazendário,CREDITADA,8061.93,PF,PF,S,2018,2,
3005,31021,866,Fazendário,CREDITADA,716.18,PF,PF,N,2009,11,
3006,25354,1258,Fazendário,CREDITADA,75.65,PF,PF,S,2016,4,
3007,18363,2130,Fazendário,CREDITADA,78.6,PF,PF,S,2016,4,
3008,14094,2130,Fazendário,CREDITADA,80.64,PF,PF,S,2016,4,
3009,28206,2130,Fazendário,CREDITADA,78.89,PF,PF,S,2016,4,
3010,11191,2130,Fazendário,CREDITADA,78.89,PF,PF,S,2016,4,
3011,15330,2130,Fazendário,CREDITADA,77.15,PF,PF,S,2016,4,
3012,23531,2130,Fazendário,CREDITADA,79.02,PF,PF,S,2016,4,
3013,7220,2130,Fazendário,CREDITADA,78.29,PF,PF,S,2016,4,
3014,17779,2130,Fazendário,CREDITADA,79.24,PF,PF,S,2016,4,
3015,27431,2130,Fazendário,CREDITADA,79.39,PF,PF,S,2016,4,
3016,36011,2130,Fazendário,CREDITADA,78.34,PF,PF,S,2016,4,
3017,15422,2130,Fazendário,CREDITADA,78.02,PF,PF,S,2016,4,
3018,15556,1250,Fazendário,CREDITADA,221.9,PF,PF,S,2016,4,
3019,13170,1250,Fazendário,CREDITADA,222.56,PF,PF,S,2016,4,
3020,43574,1250,Fazendário,CREDITADA,221.51,PF,PF,S,2016,4,
3021,19078,1250,Fazendário,CREDITADA,232.09,PF,PF,S,2016,4,
3022,46411,1250,Fazendário,CREDITADA,223.48,PF,PF,S,2016,4,
3023,46520,1250,Fazendário,CREDITADA,226.48,PF,PF,S,2016,4,
3024,14076,1250,Fazendário,CREDITADA,105.45,PF,PF,S,2016,4,
3025,3049,1250,Fazendário,CREDITADA,224.2,PF,PF,S,2016,4,
3026,19974,1250,Fazendário,CREDITADA,334.57,PF,PF,S,2016,4,
3027,36332,3823,Fazendário,CREDITADA,205.9,PF,PF,S,2016,4,
3028,12058,2131,Fazendário,CREDITADA,235.76,PF,PF,S,2016,4,
3029,27095,2131,Fazendário,CREDITADA,234.89,PF,PF,S,2016,4,
3030,8906,2131,Fazendário,CREDITADA,234.37,PF,PF,S,2016,4,
3031,23189,2131,Fazendário,CREDITADA,218.76,PF,PF,S,2016,4,
3032,13179,2131,Fazendário,CREDITADA,232.49,PF,PF,S,2016,4,
3033,70,2131,Fazendário,CREDITADA,233.55,PF,PF,S,2016,4,
3034,14385,2131,Fazendário,CREDITADA,235.35,PF,PF,S,2016,4,
3035,2024,20,Fazendário,CREDITADA,51245.86,PF,PF,S,2019,1,
3036,12097,2131,Fazendário,CREDITADA,233.33,PF,PF,S,2016,4,
3037,10784,3257,Fazendário,CREDITADA,214.21,PF,PF,S,2016,4,
3038,9119,2839,Fazendário,CREDITADA,471.07,PF,PF,S,2016,4,
3039,23179,1169,Fazendário,CREDITADA,1317.67,PF,PF,S,2020,0,
3040,9434,2290,Fazendário,CREDITADA,2675.58,PF,PF,S,2019,1,
3041,32545,2061,Fazendário,CREDITADA,2722.02,PF,PF,S,2020,0,
3042,10080,1833,Fazendário,CREDITADA,4931.46,PF,PF,S,2020,0,
3043,20404,2465,Fazendário,CREDITADA,65.88,PF,PF,S,2015,5,
3044,36714,3803,Fazendário,CREDITADA,1783.71,PF,PJ,N,2012,8,
3045,27883,2981,Fazendário,CREDITADA,470.07,PF,PF,S,2018,2,
3046,5646,1749,Fazendário,CREDITADA,369.24,PF,PF,S,2019,1,
3047,31911,1568,Fazendário,CREDITADA,363.43,PF,PF,S,2019,1,
3048,7962,240,Fazendário,CREDITADA,926.27,PF,PF,S,2020,0,
3049,30667,90,Fazendário,CREDITADA,2054.81,PF,PF,S,2018,2,
3050,5460,1232,Fazendário,CREDITADA,6505.54,PF,PF,S,2020,0,
3051,44606,2749,Fazendário,CREDITADA,2190.43,PF,PF,S,2020,0,
3052,40141,132,Fazendário,CREDITADA,9553.07,PF,PF,S,2015,5,
3053,36810,1508,Fazendário,CREDITADA,457.64,PF,PF,S,2020,0,
3054,28663,1508,Fazendário,CREDITADA,429.01,PF,PF,S,2020,0,
3055,39838,2074,Fazendário,CREDITADA,3423.38,PF,PF,S,2020,0,
3056,14611,342,Fazendário,CREDITADA,2292.33,PF,PF,S,2020,0,
3057,5304,2095,Fazendário,CREDITADA,1971.05,PF,PF,S,2020,0,
3058,10389,3540,Fazendário,CREDITADA,117.01,PF,PF,S,2020,0,
3059,12559,560,Fazendário,CREDITADA,64.73,PF,PF,S,2019,1,
3060,7564,2097,Fazendário,CREDITADA,2598.16,PF,PJ,N,2015,5,
3061,37357,2651,Fazendário,CREDITADA,96.24,PF,PF,S,2016,4,
3062,43783,2651,Fazendário,CREDITADA,99.05,PF,PF,S,2016,4,
3063,10783,2651,Fazendário,CREDITADA,99.75,PF,PF,S,2016,4,
3064,45338,2651,Fazendário,CREDITADA,97.84,PF,PF,S,2016,4,
3065,29066,2651,Fazendário,CREDITADA,97.05,PF,PF,S,2016,4,
3066,38393,2651,Fazendário,CREDITADA,96.99,PF,PF,S,2016,4,
3067,4397,2651,Fazendário,CREDITADA,98.41,PF,PF,S,2016,4,
3068,29763,2651,Fazendário,CREDITADA,97.68,PF,PF,S,2016,4,
3069,16032,880,Fazendário,CREDITADA,294.34,PF,PF,S,2020,0,
3070,39387,2169,Fazendário,CREDITADA,3620.67,PF,PF,S,2020,0,
3071,39379,1758,Fazendário,CREDITADA,4144.3,PF,PF,S,2015,5,
3072,11906,533,Fazendário,CREDITADA,167.82,PF,PF,S,2016,4,
3073,248,1869,Fazendário,CREDITADA,250.06,PF,PF,S,2016,4,
3074,10958,1509,Fazendário,CREDITADA,495.43,PF,PF,S,2016,4,
3075,39404,3637,Fazendário,CREDITADA,214.36,PF,PF,S,2016,4,
3076,13414,2258,Fazendário,CREDITADA,782.64,PF,PF,S,2020,0,
3077,40684,666,Fazendário,CREDITADA,258.17,PF,PF,S,2020,0,
3078,24558,3037,Fazendário,CREDITADA,764.24,PF,PF,S,2020,0,
3079,7302,140,Fazendário,CREDITADA,654.67,PF,PF,S,2019,1,
3080,3518,1182,Fazendário,CREDITADA,2051.03,PF,PF,S,2019,1,
3081,28169,3583,Fazendário,CREDITADA,420.46,PF,PF,S,2020,0,
3082,2551,3132,Fazendário,CREDITADA,819.67,PF,PF,S,2020,0,
3083,39027,3815,Fazendário,CREDITADA,521.1,PF,PF,S,2020,0,
3084,31203,989,Fazendário,CREDITADA,341.13,PF,PF,S,2020,0,
3085,42581,2405,Fazendário,CREDITADA,1496.22,PF,PF,S,2019,1,
3086,36145,1410,Fazendário,CREDITADA,1417.1,PF,PF,S,2020,0,
3087,21183,1255,Fazendário,CREDITADA,25.39,PF,PF,S,2019,1,
3088,7354,716,Fazendário,CREDITADA,233.59,PF,PF,S,2019,1,
3089,13137,2600,Fazendário,CREDITADA,7927.98,PF,PF,N,2019,1,
3090,40523,3330,Fazendário,CREDITADA,888.63,PF,PF,S,2020,0,
3091,666,1832,Fazendário,CREDITADA,235.25,PF,PF,S,2020,0,
3092,927,1650,Fazendário,CREDITADA,486.78,PF,PF,S,2019,1,
3093,24952,3373,Fazendário,CREDITADA,1383.01,PF,PF,S,2019,1,
3094,14640,3373,Fazendário,CREDITADA,1384.66,PF,PF,S,2019,1,
3095,42725,3373,Fazendário,CREDITADA,1384.38,PF,PF,S,2019,1,
3096,39656,3373,Fazendário,CREDITADA,1799.41,PF,PF,S,2019,1,
3097,30541,3373,Fazendário,CREDITADA,1384.75,PF,PF,S,2019,1,
3098,18519,3373,Fazendário,CREDITADA,430.55,PF,PF,S,2019,1,
3099,18345,3373,Fazendário,CREDITADA,1383.93,PF,PF,S,2019,1,
3100,11850,3373,Fazendário,CREDITADA,1261.85,PF,PF,S,2019,1,
3101,45370,1839,Fazendário,CREDITADA,0.29,PF,PF,S,2019,1,
3102,38251,2605,Fazendário,CREDITADA,1420.82,PF,PF,S,2019,1,
3103,47763,3373,Fazendário,CREDITADA,1275.4,PF,PF,S,2019,1,
3104,46686,3373,Fazendário,CREDITADA,1263.85,PF,PF,S,2019,1,
3105,42057,3373,Fazendário,CREDITADA,1266.52,PF,PF,S,2019,1,
3106,32352,3373,Fazendário,CREDITADA,1271.64,PF,PF,S,2019,1,
3107,46460,3373,Fazendário,CREDITADA,1112.16,PF,PF,S,2019,1,
3108,29031,3373,Fazendário,CREDITADA,1009.09,PF,PF,S,2019,1,
3109,3027,3373,Fazendário,CREDITADA,1018.1,PF,PF,S,2019,1,
3110,44188,3373,Fazendário,CREDITADA,973.65,PF,PF,S,2019,1,
3111,36886,1789,Fazendário,CREDITADA,234.98,PF,PF,S,2020,0,
3112,45209,1789,Fazendário,CREDITADA,235.09,PF,PF,S,2020,0,
3113,41482,2942,Fazendário,CREDITADA,2429.03,PF,PF,S,2020,0,
3114,47829,1789,Fazendário,CREDITADA,234.66,PF,PF,S,2020,0,
3115,19335,1789,Fazendário,CREDITADA,234.4,PF,PF,S,2020,0,
3116,43445,1789,Fazendário,CREDITADA,234.61,PF,PF,S,2020,0,
3117,37648,1789,Fazendário,CREDITADA,235.01,PF,PF,S,2020,0,
3118,31176,1789,Fazendário,CREDITADA,235.26,PF,PF,S,2020,0,
3119,26080,1789,Fazendário,CREDITADA,235.24,PF,PF,S,2020,0,
3120,23966,1789,Fazendário,CREDITADA,235.25,PF,PF,S,2020,0,
3121,11047,152,Fazendário,CREDITADA,9795.32,PF,PF,S,2020,0,
3122,7158,3383,Fazendário,CREDITADA,8527.5,PF,PF,S,2020,0,
3123,46931,3383,Fazendário,CREDITADA,10354.85,PF,PF,S,2020,0,
3124,3445,3383,Fazendário,CREDITADA,6390.03,PF,PF,S,2020,0,
3125,15905,3383,Fazendário,CREDITADA,6072.29,PF,PF,S,2020,0,
3126,39337,3834,Fazendário,CREDITADA,26400.02,PF,PF,S,2020,0,
3127,13870,2046,Fazendário,CREDITADA,20746.88,PF,PF,S,2020,0,
3128,44495,3707,Fazendário,CREDITADA,7194.38,PF,PF,S,2020,0,
3129,35722,2458,Fazendário,CREDITADA,499.48,PF,PF,S,2020,0,
3130,19642,121,Fazendário,CREDITADA,1829.53,PF,PF,S,2020,0,
3131,45801,2411,Fazendário,CREDITADA,7306.26,PF,PF,S,2020,0,
3132,46355,2411,Fazendário,CREDITADA,1969.57,PF,PF,S,2020,0,
3133,28305,2281,Fazendário,CREDITADA,241.87,PF,PF,S,2020,0,
3134,30461,2325,Fazendário,CREDITADA,333.15,PF,PF,S,2020,0,
3135,17154,2325,Fazendário,CREDITADA,332.19,PF,PF,S,2020,0,
3136,33455,2458,Fazendário,CREDITADA,605.7,PF,PF,S,2020,0,
3137,19141,2991,Fazendário,CREDITADA,1883.9,PF,PF,S,2020,0,
3138,42146,3200,Fazendário,CREDITADA,3057.27,PF,PF,S,2020,0,
3139,46800,2991,Fazendário,CREDITADA,1818.7,PF,PF,S,2020,0,
3140,14818,2119,Fazendário,CREDITADA,1492.91,PF,PF,S,2020,0,
3141,47101,2317,Fazendário,CREDITADA,1102.12,PF,PF,S,2020,0,
3142,14205,674,Fazendário,CREDITADA,297.17,PF,PF,S,2020,0,
3143,44009,674,Fazendário,CREDITADA,296.82,PF,PF,S,2020,0,
3144,28292,3562,Fazendário,CREDITADA,234.97,PF,PF,S,2020,0,
3145,32341,3562,Fazendário,CREDITADA,234.79,PF,PF,S,2020,0,
3146,18634,3168,Fazendário,CREDITADA,10315.66,PF,PF,S,2020,0,
3147,25512,3562,Fazendário,CREDITADA,234.47,PF,PF,S,2020,0,
3148,22838,3562,Fazendário,CREDITADA,236.43,PF,PF,S,2020,0,
3149,30172,3562,Fazendário,CREDITADA,235.93,PF,PF,S,2020,0,
3150,38203,3562,Fazendário,CREDITADA,235.88,PF,PF,S,2020,0,
3151,19679,2516,Fazendário,CREDITADA,231.97,PF,PF,S,2020,0,
3152,46606,3562,Fazendário,CREDITADA,235.62,PF,PF,S,2020,0,
3153,4378,3562,Fazendário,CREDITADA,235.33,PF,PF,S,2020,0,
3154,37557,2516,Fazendário,CREDITADA,299.87,PF,PF,S,2020,0,
3155,18386,3562,Fazendário,CREDITADA,235.35,PF,PF,S,2020,0,
3156,45710,1896,Fazendário,CREDITADA,683.14,PF,PF,S,2020,0,
3157,26136,904,Fazendário,CREDITADA,4209.71,PF,PF,S,2020,0,
3158,34746,904,Fazendário,CREDITADA,7749.22,PF,PF,S,2020,0,
3159,8526,904,Fazendário,CREDITADA,3459.44,PF,PF,S,2020,0,
3160,24796,904,Fazendário,CREDITADA,3473.09,PF,PF,S,2020,0,
3161,9270,950,Fazendário,CREDITADA,15185.81,PF,PF,S,2020,0,
3162,46477,904,Fazendário,CREDITADA,3196.42,PF,PF,S,2020,0,
3163,27770,2313,Fazendário,CREDITADA,175.44,PF,PF,S,2020,0,
3164,4414,2562,Fazendário,CREDITADA,6904.13,PF,PF,S,2020,0,
3165,13912,1899,Fazendário,CREDITADA,322.28,PF,PF,S,2020,0,
3166,37861,2562,Fazendário,CREDITADA,2977.94,PF,PF,S,2020,0,
3167,28563,2109,Fazendário,CREDITADA,74.32,PF,PF,S,2020,0,
3168,38671,3376,Fazendário,CREDITADA,18392.45,PF,PF,S,2020,0,
3169,22663,1081,Fazendário,CREDITADA,92.73,PF,PF,S,2020,0,
3170,13416,3376,Fazendário,CREDITADA,3492.84,PF,PF,S,2020,0,
3171,11683,3000,Fazendário,CREDITADA,4127.1,PF,PF,S,2020,0,
3172,9023,2599,Fazendário,CREDITADA,2143.87,PF,PF,S,2020,0,
3173,13491,2030,Fazendário,CREDITADA,489.24,PF,PF,S,2020,0,
3174,40729,1254,Fazendário,CREDITADA,11287.71,PF,PF,S,2020,0,
3175,43508,1254,Fazendário,CREDITADA,6235.7,PF,PF,S,2020,0,
3176,20547,2286,Fazendário,CREDITADA,1317.06,PF,PF,S,2020,0,
3177,26176,2286,Fazendário,CREDITADA,1221.49,PF,PF,S,2020,0,
3178,32655,1289,Fazendário,CREDITADA,450.3,PF,PF,S,2010,10,
3179,11301,3627,Fazendário,CREDITADA,9900.9,PF,PF,S,2018,2,
3180,1786,257,Fazendário,CREDITADA,2397.72,PF,PF,S,2015,5,
3181,47870,1062,Fazendário,CREDITADA,16708.79,PF,PF,S,2020,0,
3182,47451,1259,Fazendário,CREDITADA,790.4,PF,PF,S,2011,9,
3183,38546,881,Fazendário,CREDITADA,254.08,PF,PF,S,2017,3,
3184,43471,806,Fazendário,CREDITADA,36.05,PF,PF,N,2016,4,
3185,43471,3846,Fazendário,CREDITADA,36.05,PF,PF,N,2016,4,
3186,36985,806,Fazendário,CREDITADA,36.32,PF,PF,N,2016,4,
3187,36985,3846,Fazendário,CREDITADA,36.32,PF,PF,N,2016,4,
3188,20484,806,Fazendário,CREDITADA,35.48,PF,PF,N,2016,4,
3189,20484,3846,Fazendário,CREDITADA,35.48,PF,PF,N,2016,4,
3190,34438,806,Fazendário,CREDITADA,34.93,PF,PF,N,2016,4,
3191,34438,3846,Fazendário,CREDITADA,34.93,PF,PF,N,2016,4,
3192,37692,806,Fazendário,CREDITADA,263.41,PF,PF,N,2016,4,
3193,37692,3846,Fazendário,CREDITADA,263.41,PF,PF,N,2016,4,
3194,3910,806,Fazendário,CREDITADA,439.68,PF,PF,N,2016,4,
3195,3910,3846,Fazendário,CREDITADA,439.68,PF,PF,N,2016,4,
